# Fold1_True Fold1_Pred Fold2_True Fold2_Pred Fold3_True Fold3_Pred Fold4_True Fold4_Pred Fold5_True Fold5_Pred
 0.89700000 0.93139380 4.38400000 4.22548769 2.48000000 2.52311908 5.68700000 5.61906465 0.80800000 0.81755623
 0.56400000 0.55120362 0.47300000 0.61249031 0.34400000 0.47935023 4.33500000 4.25895050 2.74600000 2.67777444
 0.95800000 1.67505676 3.37500000 3.34330356 2.79700000 2.74603338 0.25900000 0.91722718 2.05100000 2.12221838
 0.31900000 0.44107958 3.14500000 3.14194329 0.91800000 1.36283078 5.23800000 4.78393754 0.72800000 0.72667084
 3.92300000 3.85245197 0.10400000 0.19111073 1.39200000 1.29704595 2.48200000 2.40474190 0.33600000 1.09693628
 1.54700000 1.58545038 1.30200000 1.26675701 2.57000000 2.57064038 0.67900000 0.60382375 1.49500000 1.64543702
 2.61100000 2.63657947 3.39400000 3.24500318 3.11700000 3.10230799 3.48400000 3.28017188 0.25800000 0.54798270
 2.03600000 1.89853601 0.05800000 0.33319377 0.62700000 0.69015027 3.02900000 2.88930363 2.05200000 2.05796002
 4.02800000 3.76201087 2.15200000 2.08527353 2.76200000 2.76811291 0.96600000 1.14820301 0.49600000 0.48075856
 0.74000000 0.72106011 2.80100000 2.83760199 0.73100000 0.80220016 2.20900000 2.16769839 0.00800000 0.20413707
 3.50500000 3.45694824 1.79700000 1.67200545 1.49800000 1.67804440 3.23500000 3.17602164 2.94800000 3.91361409
 0.01200000 1.28023059 2.86900000 2.91116267 2.16400000 2.35321581 1.55400000 1.55720657 7.26000000 7.07043148
 1.55800000 1.42804368 0.52300000 0.80221916 4.60500000 4.48341647 0.02800000 0.45574041 1.94700000 1.90714336
 1.08500000 1.12765869 1.63700000 1.59637519 4.00500000 3.79512078 1.60600000 1.72347640 2.73600000 2.71704424
 3.59200000 3.59521088 4.59600000 4.56329614 0.49600000 0.48013742 4.10500000 4.07296866 0.73600000 0.72612483
 0.00700000 1.02087043 0.74300000 0.67746008 2.36300000 2.33295359 3.35200000 3.31561653 1.83800000 1.76847517
 6.96300000 6.54815399 1.93700000 1.92116350 1.20400000 1.16084901 4.07700000 3.98242615 0.63500000 0.67609644
 2.38100000 2.36574871 0.00100000 0.39347600 2.21500000 2.24878658 0.22300000 0.80992532 0.65600000 0.68803558
 3.59600000 3.51670381 2.91300000 2.43300384 0.51000000 0.60153860 2.61100000 2.63606707 0.19600000 0.22313984
 3.61000000 3.53714280 0.40500000 0.38961635 0.89900000 0.90671010 2.71300000 2.64164861 3.55000000 3.44502576
 1.20900000 1.40570665 3.91500000 4.02557431 1.96700000 1.95292171 0.94300000 0.90832564 2.95700000 2.95671269
 2.54600000 2.46088680 1.64700000 1.64244641 1.04600000 0.96342249 0.26200000 0.25068795 0.74200000 0.80380892
 1.64800000 1.31266822 3.08200000 3.05032316 4.54400000 4.55934842 1.81400000 1.75032105 2.54100000 2.51890774
 0.90900000 0.89153029 2.81400000 2.44964904 1.82500000 1.83513471 0.00000000 0.07636589 4.70000000 4.23140036
 2.12600000 2.38379155 2.72600000 2.11190663 1.41400000 1.41198667 0.60300000 0.62197936 0.23300000 0.65836001
 1.03100000 1.09879480 1.52100000 1.53213150 1.07100000 1.16019863 4.42300000 4.41567857 6.20200000 6.04546893
 3.30600000 3.23529599 3.09800000 2.83796972 2.12400000 2.00522686 1.00000000 0.95463095 0.99100000 1.14050375
 2.57000000 2.57349301 3.26500000 3.26353952 2.93000000 2.82072007 2.45400000 2.28516136 2.05600000 1.99228829
 1.48000000 1.42763931 4.10500000 4.12280505 0.50700000 1.23063812 2.97800000 2.96006315 2.66900000 2.55312314
 6.89700000 6.40313453 0.92000000 0.78156671 3.18500000 3.41263669 0.82500000 0.89654485 0.03000000 0.38918490
 3.47300000 3.34069232 5.14700000 4.91711739 3.43300000 3.31250779 0.73800000 0.82420180 0.06700000 1.09948123
 0.20100000 0.40118663 2.71800000 2.77006136 1.23400000 1.31425229 6.92300000 6.40508737 2.20100000 2.09449545
 4.03800000 3.84443617 2.77200000 2.70840386 1.39900000 1.39143285 4.17400000 3.91712886 2.77200000 2.75752285
 3.07000000 2.95297744 0.24000000 0.55324158 0.67800000 0.72569070 5.14500000 4.74523188 3.19100000 2.96898884
 2.39700000 2.42311147 3.26300000 3.20010058 5.71700000 4.86196540 0.13600000 0.22345776 2.77200000 2.55435205
 1.72000000 1.63010939 0.01500000 1.18324897 1.54400000 1.35720959 0.22000000 0.28150048 2.31800000 2.20810903
 2.67900000 2.64428004 3.22500000 3.21582718 4.42600000 4.08186035 2.31500000 2.42528265 3.78200000 3.79424763
 3.96000000 3.94550102 2.40300000 2.47938672 1.44800000 1.56470821 3.73400000 3.61290559 3.92900000 3.78678297
 1.59200000 1.63605343 1.28900000 1.24469393 0.06100000 0.07465311 0.55300000 0.52391118 0.73500000 0.78922429
 4.30100000 4.14836305 5.36400000 4.90528302 2.00400000 1.98691275 0.82900000 0.79806990 0.88800000 0.91484453
 1.07500000 1.11775036 1.00800000 1.01268786 0.82500000 0.89150159 0.22800000 0.29667906 6.67100000 6.56294804
 2.54100000 2.48559678 2.79700000 2.92095115 2.76200000 2.80290817 0.00600000 0.02429223 3.57300000 3.61852303
 4.32400000 3.88376106 3.33400000 3.19615886 0.18900000 0.63495598 1.64600000 1.63562710 4.90800000 4.88727307
 0.16800000 0.28025586 0.83600000 0.93462244 0.37400000 0.92269018 0.71800000 0.78862694 0.08200000 0.13666271
 6.54100000 5.98135742 0.30600000 0.66985926 2.91000000 2.92667253 0.66300000 0.52145665 4.13800000 4.07772002
 0.02800000 0.18920985 2.48800000 2.62250761 2.03900000 1.82430787 3.20200000 3.12132119 0.32500000 0.35347616
 0.50100000 0.58904913 1.14900000 1.06632803 3.22500000 3.22013213 2.62100000 2.33801761 4.52400000 4.51557048
 4.09400000 3.49883515 2.50600000 2.51038214 0.35200000 0.43897468 2.21500000 2.34145209 2.12300000 2.49217705
 0.72500000 1.34925481 4.61800000 4.18053738 1.00500000 1.05909283 1.32000000 1.48129277 4.68900000 4.16825252
 5.68700000 5.35570538 0.00100000 0.08054600 0.60500000 0.54099674 3.01500000 2.74935957 0.01700000 0.23851656
 2.54100000 2.51132516 1.56200000 1.68490107 2.67000000 2.65018746 2.09700000 2.02173858 1.95400000 2.00265042
 0.60200000 0.65706807 3.06700000 2.89104160 1.22700000 1.29732801 0.95300000 1.00617423 0.73200000 0.73909919
 0.22400000 1.01996825 3.07200000 3.33949180 0.22900000 0.56822664 3.34600000 3.30678282 1.66500000 1.71628255
 0.63500000 0.70841403 4.08800000 4.14687473 4.27700000 4.15249405 5.98300000 5.99972663 2.42900000 2.41603830
 2.06600000 2.11579005 5.11600000 4.76394001 4.32900000 4.30431559 4.07100000 3.45878300 3.12800000 2.81745086
 3.63700000 3.54516805 2.44900000 2.45412805 0.10400000 0.17291098 0.00600000 0.10709717 3.05600000 2.90681303
 0.16000000 0.15500318 2.68100000 2.36894812 0.35100000 0.39651525 5.42000000 5.28393050 2.32600000 1.82501356
 1.89100000 1.87005425 3.63300000 3.37180778 1.65900000 1.68640076 1.07900000 1.57270120 3.41700000 3.40289485
 2.89700000 2.92264814 3.06200000 3.07809097 0.93600000 1.04823434 3.48300000 3.56971832 1.92300000 1.83296710
 3.83300000 4.02923819 3.03500000 3.06910925 0.95600000 0.90909383 5.36400000 4.88170800 0.02900000 1.32970846
 0.06700000 0.72946979 4.88600000 4.77330102 0.85400000 0.81490372 0.60800000 0.68199863 2.06400000 1.96053531
 3.91100000 3.86181409 0.33600000 0.85563074 7.12800000 5.49757759 1.24500000 1.23776388 4.03400000 3.93743742
 0.35300000 0.63750891 1.63600000 1.76569612 3.17500000 3.19285557 4.29900000 4.10859467 2.61200000 2.56508798
 0.29300000 0.81417554 1.84500000 1.80448335 0.16600000 0.13837607 2.43200000 2.47670660 2.76200000 2.76922732
 0.93100000 0.91036076 0.37200000 0.51482991 0.72300000 1.03643590 2.41800000 2.28342857 0.38900000 0.35109719
 2.88900000 2.89138003 0.25200000 0.80716960 0.47000000 1.27191015 4.22300000 4.69247493 0.25300000 0.47983670
 1.90900000 1.80703888 2.48400000 2.26965367 0.69400000 0.75605973 3.61400000 3.55212331 3.10900000 2.96964061
 1.72500000 1.77337028 2.77800000 2.88456471 3.26200000 3.20064377 3.14400000 3.12042877 3.06500000 2.92528784
 0.55000000 0.61573431 3.28500000 3.27205773 4.57700000 4.48513510 0.73100000 0.76121914 2.49900000 2.42802117
 3.50400000 3.15079185 2.04600000 1.97243002 3.31800000 3.22515978 1.11000000 1.06205279 1.52100000 1.53250571
 1.21300000 1.25668294 1.03700000 1.13268039 1.41300000 1.35792691 4.18000000 4.15722215 6.06600000 5.17201688
 0.96600000 1.04588164 3.93000000 3.90952262 5.84500000 5.02771398 0.63800000 0.76995450 3.66600000 3.64360807
 3.19800000 3.10877809 3.12600000 3.13478501 2.76700000 2.76303655 3.29400000 2.95615750 2.38500000 3.39689480
 4.54100000 4.42757432 0.34200000 0.81496348 1.49400000 1.43080100 2.33100000 2.27631211 3.93000000 3.95594731
 5.36600000 5.19742160 2.38100000 2.15238408 2.34400000 2.30944006 0.71000000 0.75643736 1.41800000 1.32840428
 3.88400000 3.93695645 1.54700000 1.62163050 1.52300000 1.49974940 1.33400000 1.25043352 0.73800000 0.69790002
 3.92800000 3.76490507 4.60500000 4.58936721 2.54100000 2.55632479 0.65400000 0.78923658 5.11600000 4.59073432
 2.45800000 2.54083923 2.51400000 2.58599244 5.13900000 5.09909510 2.94900000 2.92579745 1.87200000 1.88937092
 1.96000000 1.89810251 0.71800000 0.94148921 0.13400000 0.18533131 0.25900000 0.55258977 0.60400000 0.62836703
 3.58400000 3.41281472 0.01100000 1.25415243 0.47800000 0.57252354 0.38500000 0.36738052 1.89700000 2.24322342
 3.00900000 2.90148524 2.97400000 3.05638413 3.18800000 3.10411363 1.12900000 1.14668077 1.84800000 1.90134938
 0.98800000 0.94236081 2.21500000 2.21096129 0.00000000 0.04380347 2.70600000 2.59193466 2.07000000 2.03505722
 2.74800000 2.83524504 1.44800000 1.51908333 0.99300000 1.09928052 0.23100000 1.46698267 1.52200000 1.53308171
 3.91000000 3.95906935 0.73200000 0.72872242 2.17300000 2.10728871 2.21400000 2.18974013 3.05300000 2.92975140
 1.00700000 1.05860958 3.58600000 3.29607965 1.93300000 1.87186436 2.63300000 2.54410627 2.15600000 2.05118323
 0.78500000 0.79527883 2.87000000 2.90486426 3.59000000 3.54963243 2.23000000 2.06251617 4.62700000 4.61856193
 6.87000000 6.81288405 0.83000000 0.82490221 1.58900000 1.60118322 1.71400000 1.72752903 2.70400000 2.79245098
 3.89700000 3.83312769 1.80200000 1.77355209 3.12600000 3.13781741 3.29700000 3.25234623 1.74100000 1.79166863
 1.26100000 1.26052520 2.31600000 2.16020699 1.53600000 1.50951109 3.15400000 3.46706526 1.63500000 1.83479737
 0.67600000 0.99411947 3.89900000 3.94269941 1.70700000 1.69677728 4.76000000 4.71273769 3.03700000 2.95795001
 2.48800000 2.54648339 5.76400000 4.76610062 2.69700000 2.63617459 3.00300000 3.03170244 2.97400000 3.00293625
 3.73200000 3.53689441 1.36900000 1.33707471 1.29400000 1.68180639 1.82000000 1.83811056 1.75800000 1.96811662
 1.87800000 1.95638187 2.86500000 2.79541818 0.35200000 0.53973449 2.71100000 2.97585492 3.15400000 2.92812281
 0.73800000 0.80502855 1.43000000 1.57575256 4.60500000 4.51524994 6.69600000 6.64126048 2.61500000 2.63444507
 2.91200000 2.91628455 1.42000000 1.46513165 1.30800000 1.36016857 1.47800000 1.42829913 1.02600000 1.07556221
 1.87900000 1.78581520 3.25900000 3.17179601 2.05600000 2.02738508 3.29100000 3.20629477 0.06400000 0.28324058
 0.71000000 0.76064899 3.29800000 3.16214211 1.00500000 1.01783994 1.67000000 1.65397851 2.40700000 2.36477121
 1.42600000 1.54954915 1.95400000 2.17506636 2.39100000 2.05466969 0.10500000 0.11660213 2.63700000 2.54814223
 0.60000000 1.08596063 2.57300000 2.46316966 3.95600000 3.32249459 2.78900000 2.65582853 1.82500000 1.78112677
 4.80700000 4.34182154 1.89400000 1.89160414 0.70100000 0.72061673 3.58400000 3.37626919 0.67600000 0.61520098
 4.91600000 5.05672130 0.90500000 0.89508898 4.77400000 4.47255697 5.24100000 5.11735349 2.93000000 2.90162087
 4.48600000 4.39322249 0.88800000 0.95416493 2.93700000 2.77721714 4.32500000 3.79857075 0.91100000 0.98273604
 1.21700000 1.19888922 0.00100000 0.33684640 0.97400000 1.57286090 0.72800000 0.75514881 0.51700000 1.70414893
 2.65600000 2.57381276 0.14400000 0.26424890 6.44700000 6.12601578 0.58400000 0.56124803 2.57600000 2.65300124
 1.26100000 1.95967442 3.84100000 3.72441516 0.22400000 0.27308454 2.60700000 2.46804266 0.45500000 0.58882784
 1.11900000 1.25889516 0.94300000 0.92058244 3.29500000 3.29891049 0.04300000 0.22343274 2.92300000 2.90448718
 2.53300000 2.49615426 0.62200000 0.64700073 0.02200000 0.07020265 3.14400000 3.38687385 2.46400000 2.46635862
 2.59700000 2.52432536 0.43700000 0.63682992 3.66900000 3.66012636 0.16500000 0.21749384 2.73700000 2.58883638
 3.16400000 2.73995097 4.27200000 3.85867567 5.41400000 5.84057247 1.34400000 1.98643665 1.73200000 1.68552684
 0.80200000 0.90382539 4.68700000 4.69942190 4.50700000 4.60923894 2.12000000 2.11162690 2.68500000 2.08662386
 2.53900000 2.48374176 0.30500000 2.03124363 0.61500000 0.64317666 2.86900000 2.90799050 4.36300000 4.45384186
 3.37500000 3.39202840 1.82500000 1.74014969 2.40600000 2.39884492 3.71100000 3.59323790 2.09600000 2.21676875
 1.86400000 1.82428318 3.19800000 3.25914487 3.94100000 3.93959732 2.88900000 2.87566690 3.33900000 2.82418843
 5.26900000 5.21003819 3.35100000 3.12747507 3.31900000 3.12704088 2.04300000 2.01739727 4.14700000 4.11068482
 0.46000000 0.52477190 1.54800000 1.56223367 2.75900000 2.74180645 1.80200000 1.75367681 0.05900000 1.15718309
 0.22900000 0.59405464 3.23500000 3.01400130 3.41800000 3.45998807 1.34800000 2.15092767 0.36400000 0.38350992
 0.01100000 0.08371368 4.76100000 4.77690360 2.79100000 2.68656863 2.64200000 2.56012779 3.38200000 3.19989776
 0.24200000 0.30100958 5.61200000 5.06834175 0.92700000 0.78830033 4.52700000 4.51341796 3.57900000 4.00939442
 2.51400000 2.39047336 1.95700000 1.93843209 2.31100000 2.24062857 3.40400000 3.28025065 4.28500000 4.10934446
 0.51000000 0.50589841 0.13800000 1.35965087 0.82100000 0.86617431 2.11400000 2.25223790 5.80500000 5.17251196
 0.65600000 0.66985136 4.59300000 4.22525001 0.95000000 1.00122987 3.95600000 3.25769944 4.22600000 3.94043667
 0.45900000 0.55922442 1.33400000 1.24399776 2.45200000 2.81756416 0.86600000 0.87568032 4.50900000 4.38997041
 2.21500000 2.47741772 3.66900000 3.65746170 2.66200000 2.61550703 2.22800000 2.26471236 1.15200000 1.08379927
 3.96700000 3.92066969 3.76100000 3.63775621 6.45600000 6.27408224 0.08900000 0.19585471 1.36800000 1.44136892
 4.17400000 3.82343634 1.41400000 1.55531415 2.75900000 3.29987399 2.92200000 2.88132145 3.27200000 3.17141637
 0.77100000 0.81410296 2.22000000 2.13233546 6.90500000 5.84171166 2.67100000 2.74781021 0.89500000 0.84955951
 0.08600000 0.42702000 2.94800000 2.94283746 2.89300000 2.92631961 1.95200000 1.92640759 2.68400000 3.86483771
 3.56200000 3.52681142 2.89600000 2.86161734 2.67100000 2.67822812 1.55000000 1.61902463 2.05400000 2.11824937
 2.41200000 2.17057364 3.50500000 3.43041266 1.64200000 1.53898300 1.05800000 1.10818546 1.36200000 1.20369377
 1.68500000 2.00450849 1.82500000 1.81041804 0.10200000 0.13006070 3.12400000 3.37164889 5.23200000 4.73236501
 1.80100000 1.17022939 2.47600000 2.64803927 5.68700000 5.39255881 4.01800000 4.02311384 0.16100000 0.41238414
 2.83000000 2.83377199 2.05800000 2.06205864 1.78200000 1.90901568 3.84700000 3.72495665 2.31800000 2.12199749
 0.02900000 1.20710976 1.39100000 1.27670091 1.74100000 1.78437667 2.60700000 2.92129232 2.06500000 2.08775936
 0.85800000 0.81131395 0.60500000 0.58207336 0.00100000 2.44268056 0.04600000 0.18748678 0.86100000 0.85352246
 4.38700000 4.45035833 6.20200000 6.18054449 4.99100000 4.99045483 2.73800000 2.73516557 3.39700000 3.36587692
 0.21100000 0.82005277 1.63700000 1.60043110 0.73800000 0.82207828 1.77800000 1.75861879 0.08600000 0.17553565
 3.32200000 3.65810502 1.22900000 1.24063703 1.55800000 1.59729615 1.92200000 1.46548163 3.25300000 3.15693856
 0.35000000 0.43556542 3.01300000 2.95186444 1.72900000 1.74290813 0.35100000 0.40055744 0.24900000 0.38725673
 1.17200000 1.24736070 6.66400000 5.71359049 3.60800000 3.33781069 4.44500000 4.72510561 2.75900000 2.67737753
 4.62700000 4.38334430 1.54100000 1.55708511 3.45200000 3.34966558 1.62600000 1.63535313 0.89300000 0.70955248
 1.68700000 1.71597012 0.42600000 0.42078610 0.25800000 0.47881468 1.29000000 1.55927646 0.74100000 0.67983039
 0.00800000 0.03110547 0.43000000 0.55380178 0.63500000 0.63825383 0.24100000 0.49862889 2.88800000 2.59677493
 2.72200000 2.59779060 6.93900000 6.52589865 1.16400000 1.10473661 1.26900000 1.28690939 0.00800000 0.05439712
 2.65700000 2.04940358 2.36800000 2.44705826 3.88100000 3.90928038 3.31700000 3.14211291 0.27200000 0.29036802
 2.20700000 2.21718791 2.53400000 3.38300422 1.20200000 1.15427225 5.00600000 5.30117201 0.91100000 0.96616258
 4.48500000 4.22856322 1.34000000 1.31404295 0.01300000 0.06429303 1.59600000 1.61994389 3.15900000 3.15489479
 1.55800000 1.63546977 1.08000000 0.96046425 3.43500000 3.38877089 0.06500000 0.18268801 3.41300000 3.52081937
 2.77000000 2.74140612 4.35300000 4.15790948 2.57300000 2.48014635 2.14300000 3.16148256 0.05200000 0.02814022
 6.38300000 6.01168665 1.57100000 1.52194287 2.07000000 2.06190247 0.24000000 0.38385163 3.70600000 3.50866588
 0.00000000 0.55596466 1.64600000 1.63766663 2.35800000 2.35740982 4.78400000 4.70418687 2.14800000 1.96778853
 2.97600000 2.94067494 0.00600000 0.02011695 0.83300000 1.13596070 0.91100000 0.99310151 1.54700000 1.50935593
 1.89700000 1.88772196 0.89300000 0.84249797 0.22800000 0.24171114 1.07000000 1.10687941 1.43700000 1.42523777
 2.22800000 2.30428650 1.87200000 1.89249610 0.02800000 0.31979419 0.90900000 0.84616085 0.34400000 0.38951497
 0.18000000 0.19548821 2.27600000 2.31400756 0.33900000 0.39873986 1.42200000 1.43334479 4.82700000 4.79958678
 3.11500000 2.85344705 4.84100000 3.45805232 2.47500000 2.68021910 0.20700000 0.42265557 3.42700000 3.19839111
 4.14700000 4.07685599 0.47000000 0.97804722 1.52800000 1.78833627 0.18000000 0.51516468 0.69700000 0.66973794
 4.04700000 3.29177445 3.91200000 3.96474758 3.91600000 3.86978378 2.44100000 2.44245763 0.58100000 0.63352862
 4.36300000 4.41116703 0.68300000 0.69827525 0.88700000 0.99287403 3.28500000 3.30687037 1.43900000 1.43124132
 2.27400000 2.21008470 1.17600000 1.29540366 0.63800000 0.77264520 2.16100000 2.03409209 3.59500000 3.17795033
 2.59700000 2.61783088 2.06400000 1.97358893 1.34000000 1.78944551 0.00800000 0.27384495 1.46500000 1.43131190
 2.63800000 2.56985071 3.94700000 3.85702007 5.61200000 5.16389024 2.38700000 2.39709127 1.06100000 0.73606184
 3.39500000 3.34260224 3.19500000 2.89075771 4.08900000 3.60718485 0.00800000 0.19227683 2.48000000 2.46374406
 1.65800000 1.58058626 3.36100000 2.41452919 0.70600000 0.70345080 3.29700000 3.28704497 2.59700000 2.53271460
 2.03300000 1.94215533 4.11600000 4.07130894 1.25000000 1.57992125 0.06300000 0.14619764 4.50900000 4.54170810
 0.97900000 1.40921382 2.05400000 1.95989244 2.56300000 2.82890494 1.19700000 1.90413675 0.67700000 0.67412248
 1.22900000 1.23211368 2.59400000 2.63179939 2.08500000 2.10972821 5.76500000 5.75517716 1.58900000 1.93937173
 1.31200000 1.28307458 0.35200000 0.43978832 0.41500000 0.43738201 1.71400000 1.77283898 2.45800000 2.69099366
 0.26700000 0.42985193 0.95000000 1.05687763 2.43000000 2.33388207 5.22000000 4.90215220 0.59300000 1.02746355
 3.14700000 3.10695684 0.94400000 1.23433555 0.00400000 0.01291298 3.73100000 3.49752326 0.71800000 0.76377615
 1.29400000 1.61495059 2.98100000 2.92432515 0.70800000 0.71887147 1.08800000 1.03386261 2.79100000 2.65133361
 0.00400000 0.04662749 2.66900000 2.39989325 2.90500000 2.85693882 1.21900000 1.22630112 2.81400000 2.99217084
 1.62500000 1.63721658 0.81400000 0.81767544 0.76400000 0.77649556 2.61200000 2.48144005 0.04200000 0.22612981
 3.19400000 3.29739659 2.00900000 2.13838772 0.34200000 0.40234368 1.46200000 1.36408268 2.79700000 2.69816861
 2.44900000 2.34321147 3.83800000 3.69804510 5.14500000 4.91827871 2.53300000 2.51655231 0.33100000 0.30262501
 3.29700000 3.36919186 0.73600000 0.75357426 3.08400000 2.99883338 0.52000000 0.62468063 1.37900000 1.40644978
 0.18900000 0.34921735 0.94800000 0.90856747 0.03700000 0.08013726 0.71100000 0.87365375 9.99900000 5.93022749
 3.80400000 4.27022148 4.06700000 4.09575070 1.41200000 1.42426283 1.07200000 1.36467498 0.73100000 0.72696933
 3.35100000 3.31353555 0.51100000 0.54583830 1.01000000 1.01087902 0.72300000 0.88328172 2.06600000 2.03645592
 4.28100000 3.95511502 5.05200000 4.72298553 0.46500000 0.46793630 0.49300000 0.52309920 1.52800000 1.92408576
 0.59300000 0.74279820 0.78100000 0.81753570 0.56100000 0.56552193 2.06200000 2.03440301 3.01700000 2.94055242
 1.81700000 1.71045878 3.28600000 3.28723901 5.98300000 5.79884990 0.93800000 0.96800613 3.44300000 3.34229922
 3.36500000 3.22611851 7.12800000 5.72852794 4.08400000 4.09768346 3.37400000 3.19476328 0.87800000 0.88539263
 1.51700000 1.38098870 1.45700000 2.24138221 6.27900000 6.13525852 3.15400000 3.32129383 4.44200000 4.53009960
 3.09300000 3.08645566 4.85500000 4.71169847 2.30700000 2.59267782 3.09800000 3.08783759 0.67800000 0.81312074
 0.86400000 0.66324478 1.75900000 1.78706422 0.60600000 0.67705772 0.98700000 2.41976917 0.18000000 0.20032414
 0.88700000 0.87071808 0.21100000 0.42761478 0.12400000 0.18572016 1.16900000 1.19761626 3.33300000 3.30002350
 1.68900000 1.26034280 4.63000000 4.39051130 0.30000000 0.28173657 3.22300000 3.13911560 3.37300000 3.31289171
 0.10200000 0.16564826 0.00900000 0.01948869 0.69700000 0.72468887 1.54600000 1.53591958 4.07700000 4.03361952
 6.44700000 6.02271450 3.36600000 3.41750609 0.81900000 0.83821705 2.19800000 2.20464861 0.37300000 0.45056310
 0.89600000 0.90141836 0.00600000 0.06588511 2.21200000 2.13277120 2.86100000 2.89332117 3.87200000 4.42995988
 3.73100000 3.49330816 3.05500000 2.86640349 2.78600000 2.77080746 0.75500000 1.55099146 2.31100000 2.25348238
 4.23300000 4.23668426 0.59700000 0.65811138 2.84200000 2.78507526 4.27100000 4.14604837 2.14300000 2.27092172
 2.74100000 2.67862708 0.45100000 0.53480372 4.37900000 4.31702037 3.00800000 2.93134074 0.91900000 1.53564883
 0.00000000 0.30266975 1.76000000 1.75116600 1.23700000 1.37313626 3.30200000 2.94185489 4.01900000 4.14681274
 2.28600000 2.27089348 4.28000000 4.06171518 0.13900000 0.19885833 5.10300000 4.60431176 0.22800000 0.24099397
 0.81700000 0.79311660 0.70900000 1.09889411 1.25500000 0.85371116 2.41200000 2.25767297 0.84400000 0.80747164
 1.36800000 1.36188187 4.93200000 4.95635047 2.33700000 2.35922952 7.21700000 7.04415325 2.71400000 2.70902943
 3.04900000 2.87306813 2.12400000 1.99530739 2.17000000 2.13900853 2.16400000 2.10238011 3.73100000 3.54040213
 1.59600000 1.55236463 1.89900000 1.86620778 4.19600000 4.40041270 2.34700000 2.23071895 2.53200000 2.57607733
 3.66800000 3.69302332 0.38800000 0.43581280 1.34000000 1.36060852 2.73600000 2.64596275 2.10500000 2.09455938
 3.48400000 3.38413191 2.12300000 2.27860746 2.96700000 2.91889025 1.64100000 1.66940973 5.33700000 5.26229212
 2.46700000 2.44578525 2.31500000 2.35540834 0.40000000 0.39071908 1.83800000 1.95812267 1.41000000 1.37865779
 2.45300000 2.85749597 1.76300000 1.78913340 2.49100000 2.72198470 2.20700000 2.15250443 2.65900000 2.70876616
