# Fold1_True Fold1_Pred Fold2_True Fold2_Pred Fold3_True Fold3_Pred Fold4_True Fold4_Pred Fold5_True Fold5_Pred
 1.60600000 1.51487673 1.07000000 1.15766994 4.32500000 3.92421302 1.66500000 1.74571567 2.07300000 3.73532190
 2.41200000 2.30665380 3.81100000 3.81516558 0.00600000 0.24509651 3.44300000 2.74213733 0.00100000 0.46466944
 2.89300000 2.93051707 4.07100000 3.89450030 2.11400000 2.29475916 4.70000000 4.50125000 2.86800000 3.00888470
 0.84400000 1.01915153 0.08000000 0.64814615 4.37200000 5.38544354 1.52900000 1.93504659 3.35100000 2.66239204
 2.16600000 2.17795548 4.01200000 3.90235904 3.48800000 3.54911667 6.32000000 5.84479397 1.63500000 1.92942047
 1.09400000 1.50907821 2.17800000 2.09315646 0.23300000 0.21039413 0.19600000 0.25415174 0.93900000 0.94398996
 0.71000000 0.36594926 0.52100000 0.59321766 4.44300000 4.67152535 0.60200000 0.76895007 1.21300000 1.76898118
 0.78500000 1.11559901 3.29500000 3.33047781 3.80000000 4.06225735 2.91200000 2.95167554 0.81200000 0.74096128
 2.97500000 3.11888223 1.31500000 1.63357841 1.11300000 1.11037125 1.65600000 1.57473912 5.24000000 5.08337547
 0.74000000 0.56340826 2.14800000 2.02800029 2.66900000 2.66220355 2.14500000 2.19558634 2.36000000 2.31813200
 5.10600000 5.10816351 0.67300000 0.54272896 3.07000000 3.00158099 3.57300000 3.58624127 2.54600000 2.36551686
 4.07700000 4.12905368 0.43000000 0.51574662 2.54200000 2.66385746 0.86000000 1.01294713 0.82400000 0.96955648
 0.39000000 0.29979205 0.92000000 0.86956436 4.01500000 3.92522911 0.21600000 0.81994837 1.85700000 2.00713769
 2.60700000 2.62908285 3.52200000 3.56449134 2.30300000 2.38693862 1.14800000 0.89490407 0.75900000 1.79606432
 3.67700000 3.71947814 1.21700000 1.30343909 1.84000000 1.99951993 0.46600000 0.34481377 2.52100000 2.30944284
 0.97900000 1.11774098 1.29000000 1.55048896 6.61300000 6.35367666 1.20300000 1.21399076 3.84700000 3.68597610
 0.59300000 0.62104348 2.91300000 2.91503650 0.64300000 0.45177848 0.01000000 0.68306882 3.73900000 3.66950818
 1.56800000 1.54294101 3.16500000 3.01720838 2.06000000 1.54109289 2.93400000 2.80293453 2.07000000 2.07095137
 2.79100000 2.76548894 3.00500000 2.82247259 1.69500000 1.67955445 2.94800000 2.93366883 2.75100000 2.23283372
 1.58500000 1.53157336 4.80200000 4.79067939 5.46300000 5.23488274 2.41100000 2.39263547 4.08400000 4.10626903
 2.53900000 2.65762811 0.95200000 0.95189211 2.91000000 2.84578675 1.17400000 1.01973352 5.07300000 4.91575531
 2.63100000 2.49605291 6.38300000 6.22020264 0.00400000 0.08665467 5.72400000 6.14890139 2.33500000 2.29094236
 1.20100000 1.19436227 0.68900000 0.82126165 0.25400000 0.57440224 3.69700000 3.61753978 2.58900000 2.08015249
 0.00400000 -0.16447815 2.78700000 2.68388636 0.70600000 0.63158525 0.22400000 0.38682021 2.49900000 3.26537747
 0.51300000 1.09704091 0.56700000 0.55680420 0.65400000 0.64850846 2.40600000 2.27580090 0.51700000 1.32609191
 6.89400000 6.75994206 4.32500000 3.90076633 3.58600000 3.38514219 1.05800000 1.15600732 0.04500000 0.35130935
 3.10500000 3.08402288 2.74000000 2.38244579 2.22600000 2.25902858 4.01500000 3.90233620 0.32700000 0.77166572
 0.39700000 0.37122637 0.44000000 0.36488715 0.64300000 0.73206764 1.54700000 1.50544615 0.60200000 0.53371204
 1.74100000 1.82954872 3.22300000 3.41158653 3.36500000 3.50584240 3.29800000 3.54547416 2.21600000 2.17977682
 2.38100000 2.37085644 3.74200000 3.88163563 0.69700000 0.62955773 0.52300000 0.57097712 2.12000000 2.32326103
 0.80300000 0.78760609 2.38700000 2.38363939 3.29700000 3.32327012 0.72800000 0.84503227 1.71400000 1.60834262
 0.90700000 0.74597027 1.18700000 1.34891218 3.12600000 3.38282013 1.79300000 1.93399852 2.15600000 2.24853034
 2.62900000 2.49547008 0.67900000 0.81634870 2.50500000 2.59948576 0.07000000 0.05203546 2.99100000 2.97428651
 1.80200000 1.77846927 0.66900000 0.61259748 2.82700000 2.77758782 2.53800000 2.58989638 0.00900000 0.18557388
 4.06600000 4.08527345 4.08800000 4.18191074 2.51400000 2.61005411 0.20700000 0.53610757 3.74200000 3.80528832
 0.50300000 0.41340099 0.47900000 0.50054442 1.61800000 1.68584210 0.80900000 1.02135096 0.34200000 0.27632485
 0.45700000 0.33661997 3.92500000 3.53898678 0.52800000 1.39594155 0.21600000 0.22614851 2.59500000 2.31137149
 2.51500000 2.54668245 4.16100000 4.46235915 1.31300000 1.18952442 1.55000000 1.61399619 3.67500000 3.73572689
 1.70600000 2.13955907 0.32900000 0.44216218 0.96600000 0.98762492 0.52100000 0.51264684 0.25300000 0.01280610
 3.48400000 2.86762328 0.62700000 0.41805974 3.64700000 3.62116952 2.66000000 2.69300403 0.66700000 0.70756037
 3.95600000 3.46446511 3.31600000 3.30764944 0.44300000 0.47491348 3.96000000 4.00173508 2.95700000 2.95541935
 0.50300000 0.46904143 1.73200000 1.67461264 0.00000000 0.33752075 3.22300000 3.30029160 2.43600000 2.21777047
 0.67800000 0.84983113 1.26900000 1.25966544 3.94700000 4.04547606 4.38700000 4.22968302 1.62200000 1.59905000
 0.00100000 -0.00389748 0.44500000 0.61147616 2.04300000 2.10918585 0.02200000 0.00617261 1.60600000 1.75148611
 4.53200000 4.40833154 3.28100000 3.31732823 0.22800000 0.18126504 0.01400000 0.58975462 4.84100000 2.25941734
 1.89800000 1.95442926 3.44300000 3.76567312 1.81100000 1.79150085 4.17200000 4.16115419 2.37800000 2.59391316
 3.83300000 4.20879270 4.97700000 5.88589808 2.51400000 2.38911489 5.80500000 5.38612034 1.63300000 1.48057775
 5.07300000 5.02259956 0.45700000 2.01068614 2.91200000 2.86803272 1.64600000 1.59732899 0.70900000 0.52999958
 0.65700000 0.75119278 2.13700000 2.13584296 3.99800000 4.07429927 0.66700000 0.67342196 0.31900000 0.49251256
 3.50400000 3.45903016 4.86600000 4.83197916 2.91100000 3.14435244 0.50100000 0.56530604 5.62100000 5.06236563
 0.30200000 0.90529014 0.21000000 0.24224549 2.14800000 2.04846708 0.14700000 0.04932845 4.46200000 4.58639084
 2.51100000 2.52682706 0.24900000 0.13157447 2.42900000 2.36740446 3.75500000 3.89250741 2.06400000 2.07111019
 4.84300000 4.89679676 1.52800000 1.94607864 1.00800000 0.97143783 0.90700000 0.71724196 4.82500000 4.89550983
 3.15400000 3.34919432 3.50300000 3.65325213 2.88900000 2.77732288 0.46100000 1.32118426 0.97800000 0.90774471
 6.29800000 6.42493444 1.34300000 1.61882620 3.29400000 3.15474941 3.26500000 3.30354203 1.90900000 1.76502791
 0.35000000 0.33079982 4.35600000 4.37287595 2.65800000 2.73608221 1.12800000 1.05972728 1.80600000 1.71095725
 2.27400000 1.97509518 4.35600000 4.65489078 1.74100000 1.69552284 3.26200000 3.24025845 0.93600000 1.20067797
 0.58300000 0.56680240 1.79300000 2.06541013 1.80000000 1.73687160 1.20100000 1.05112497 0.16000000 0.57956927
 0.17700000 0.52530018 3.28900000 3.22332847 0.75600000 1.22704445 0.74000000 0.53827738 4.71500000 4.48738698
 2.77000000 2.90506054 1.14400000 1.17127001 3.33600000 3.36183012 2.40900000 2.52043436 0.13400000 0.16744476
 1.48900000 1.48905403 2.88900000 2.78501135 0.01800000 0.04460324 3.10900000 2.97059182 1.55800000 1.60909516
 3.74000000 3.46682861 1.75100000 1.45304307 0.71000000 0.67706421 3.81000000 3.65052573 1.26300000 1.31015172
 1.52300000 1.54911148 4.94900000 4.77661827 1.83700000 1.87572223 3.06500000 2.14630372 4.63000000 4.65013545
 2.61700000 2.67117241 0.58400000 0.63746845 5.47500000 4.99419341 1.02000000 1.40796036 0.76100000 0.62360509
 3.40400000 3.69297122 4.60500000 4.34883673 1.05500000 1.11856344 1.68000000 2.28982656 2.84300000 2.85269844
 3.19800000 3.32165340 1.14300000 0.94408644 4.77400000 4.69586730 3.64700000 3.63858798 3.80700000 3.82299800
 1.85900000 1.86647165 2.20900000 2.47257314 4.76100000 4.76168637 1.35300000 1.31590092 0.96100000 1.13524585
 2.46700000 2.31490745 3.03200000 3.05468740 0.60200000 0.62499256 1.70500000 1.76638895 2.91900000 2.97614662
 3.12800000 2.98864358 0.03200000 0.09339693 0.65200000 0.58994035 0.97100000 1.02964385 0.06700000 0.07746029
 3.16000000 3.24042971 2.46400000 2.13352461 0.61600000 0.77698847 3.89900000 4.03558596 0.46000000 0.45955598
 1.29600000 1.15330529 0.00100000 -0.01796847 5.48200000 5.21216562 0.10200000 0.25587611 0.76100000 0.54825834
 0.74000000 0.54688106 0.50300000 0.73920217 0.05800000 -0.03178260 0.01500000 0.44705370 2.11300000 2.02493632
 2.39700000 2.14664643 1.14200000 1.20893191 2.80100000 2.78703518 0.67700000 0.60189640 0.95200000 1.03020306
 4.43900000 4.22129651 4.76000000 4.79836766 1.51500000 1.62665541 0.56000000 0.60562831 2.99700000 3.02164204
 0.42600000 0.43200328 0.01500000 -0.05016433 0.16600000 0.19191635 3.05700000 3.05820122 3.07500000 3.35671715
 4.92100000 4.76769018 0.18900000 0.15865657 1.20900000 1.06795390 1.42900000 1.39978748 2.75800000 2.64080184
 1.57100000 1.63319769 4.42300000 4.13162639 3.15500000 3.12296712 1.33500000 1.08997884 0.76900000 0.77875070
 3.81800000 3.76755196 2.37300000 2.34224590 3.06700000 2.88834431 1.71200000 1.56479419 2.38800000 2.15091432
 2.99000000 2.94443681 2.38100000 2.20623894 0.00800000 0.00647175 1.30200000 1.23745166 4.37400000 4.03585999
 6.61300000 6.24377629 1.19800000 1.18402705 2.11600000 2.10343812 2.23100000 2.65411683 0.67300000 0.64707934
 1.07900000 1.33763640 4.22700000 4.23378999 3.95000000 4.00342083 3.13000000 3.17902961 3.08900000 3.05957361
 1.54500000 1.52879060 3.23700000 2.46315724 6.57300000 6.45854252 5.07500000 5.17448810 1.45300000 1.31484775
 4.03800000 3.97289901 0.12800000 0.71797672 1.22900000 1.17203284 2.99000000 2.65551287 0.09700000 0.07900407
 2.79500000 2.64598856 2.96700000 2.87270594 2.59700000 2.54795461 6.29800000 6.36195941 2.41100000 2.35680900
 0.83100000 0.64932539 2.77100000 2.42712853 1.10400000 1.00119447 0.22100000 0.14803959 3.00800000 3.35514220
 0.78600000 0.75095696 1.56700000 1.21723187 1.79500000 1.80118328 4.02900000 4.03437005 3.28300000 3.17785080
 1.04600000 1.10188258 2.40500000 2.16388291 0.16300000 0.08829814 1.09400000 1.45448616 2.94700000 2.98177069
 3.89600000 3.96285319 1.63600000 1.61641598 1.56100000 1.55167935 0.96800000 0.82371916 1.70500000 1.78808212
 0.00100000 -0.06330247 1.60600000 1.55831374 2.26800000 2.12749502 0.11700000 0.10218484 0.47500000 0.25704867
 0.47700000 0.52630491 1.86400000 1.80266642 4.38700000 4.34180309 5.59400000 5.56884656 0.16600000 0.10063092
 1.06900000 1.08883701 2.71400000 2.63165753 2.21100000 2.21846359 3.23000000 3.09797649 2.42700000 2.19583359
 1.22900000 1.21192646 0.45200000 0.44639739 3.92600000 3.69749470 0.06500000 0.10104672 0.86800000 1.10077554
 2.57200000 2.52555694 2.56600000 2.58968775 4.24800000 4.42018304 2.05200000 1.84080429 0.24000000 0.07259863
 4.48500000 4.57264467 3.56600000 3.44151068 4.91700000 4.89539062 4.95900000 5.11992669 4.44200000 4.70740599
 3.08600000 2.88220021 0.21700000 0.11109704 1.41200000 1.26345169 2.06200000 2.08706022 0.85800000 0.75102801
 2.12800000 2.07366772 2.93700000 2.85958827 1.01400000 0.90824469 5.19700000 5.21149022 1.37000000 1.28464819
 2.37100000 2.33823929 0.89300000 0.86589934 1.33800000 1.29765325 3.18300000 3.18316640 0.69700000 0.62903081
 4.05500000 3.81701377 0.12800000 0.31565792 2.45800000 2.35362373 5.13500000 5.10290092 3.44700000 3.39450703
 2.96200000 2.89429673 2.63000000 3.00429898 1.12900000 1.24102743 1.88600000 1.79532761 4.03700000 3.55663800
 2.59200000 2.67980358 2.15200000 2.19993278 1.21300000 1.57189911 0.08100000 0.10890256 4.31900000 4.32899527
 0.15300000 -0.00563098 5.11600000 5.20141938 0.15500000 0.75367216 3.64400000 3.64170742 0.95500000 0.65974208
 2.45100000 2.60159122 0.05400000 0.02835073 3.07400000 3.06267351 2.73800000 2.84566585 0.23400000 0.37249363
 3.15600000 3.17908428 3.37500000 3.47739086 1.84700000 1.77281683 1.29600000 1.19277958 0.39300000 1.00108643
 1.79500000 1.77782404 2.41500000 2.56216141 6.20200000 6.05614077 1.58700000 1.63780279 0.52400000 1.08735601
 0.67800000 0.60456330 0.63600000 0.57044910 1.34800000 2.45625004 3.07100000 3.02481531 2.70600000 2.79641741
 5.17100000 4.93826489 0.00100000 -0.06695402 3.07500000 3.08360540 0.84900000 2.23087264 0.25300000 0.01723322
 3.57900000 3.55647334 2.81400000 2.31557001 5.19900000 5.23717084 5.36400000 3.95024967 0.52900000 0.85639172
 1.71100000 1.83600465 0.20700000 0.09831821 5.45500000 5.25019885 4.49900000 4.57605372 2.35400000 2.46954654
 2.41600000 2.52656723 2.52700000 2.64731622 2.44700000 2.22277811 2.48300000 2.08304546 2.91900000 2.51828178
 4.85100000 4.83001784 4.80500000 3.19149870 3.93900000 3.83865166 2.51400000 2.77595938 1.26300000 1.36102745
 4.17400000 3.89227069 1.27700000 1.44357807 3.81800000 3.66507493 1.47800000 1.38385919 2.72000000 2.99864208
 2.13100000 2.03857389 2.38500000 4.82547373 0.00000000 0.04496684 2.35100000 2.43758770 1.38300000 1.35001327
 0.38900000 0.28999966 1.75900000 1.77971042 3.34300000 3.43609603 0.93300000 0.94429954 4.36500000 4.52109155
 2.91900000 3.09878749 0.52100000 0.40910353 1.27700000 1.42043700 1.40100000 1.47974053 1.51700000 1.42961510
 2.95700000 2.86921491 2.92300000 2.85443551 0.68300000 0.50614799 1.12100000 1.42030203 0.91100000 0.97897513
 4.43200000 4.47134692 2.45300000 2.15774017 0.65700000 0.73279353 2.91900000 3.10731065 4.68900000 4.47594866
 1.01000000 1.04984934 2.37800000 2.64413327 0.26200000 0.17214615 1.14900000 2.50451038 3.73000000 3.68997473
 0.00200000 0.02344793 2.45300000 2.79658677 2.50600000 2.57374494 1.36200000 1.37599623 1.60800000 1.51695466
 3.22300000 3.20527232 2.89600000 2.57030764 0.45700000 1.81484727 0.00100000 2.33844896 3.66600000 3.67355978
 0.76100000 0.75141159 3.21100000 3.22470246 0.99300000 1.14455983 3.30200000 2.93056075 1.41400000 1.51323556
 1.68900000 1.76917414 2.39600000 2.40307607 2.81500000 2.68809749 2.84500000 2.83592601 0.89100000 0.68819475
 2.24000000 2.12589341 2.55300000 2.59258516 3.20700000 3.23034715 4.58700000 4.64302822 3.09900000 3.23807179
 0.67300000 0.53587329 1.35500000 1.38415985 1.51500000 1.45379149 3.17800000 3.00154431 0.47800000 0.65980720
 0.07000000 0.18807813 2.27700000 2.31715846 3.10500000 3.12226239 0.02200000 0.28007758 2.91300000 2.91362977
 0.70800000 0.75674110 0.93100000 0.64081877 0.47900000 0.43134853 0.00000000 0.21500763 1.52700000 1.26989217
 3.89200000 3.79062106 1.54800000 1.55165579 1.56800000 1.65763464 2.84600000 2.34212595 4.83100000 4.92639767
 0.03300000 0.15253145 4.44300000 4.71268156 0.47400000 0.49314624 0.04600000 0.37833560 0.87600000 1.06249156
 2.96600000 2.94864736 1.77000000 1.79643080 2.74400000 2.75765532 1.74900000 1.96471841 1.94200000 2.05994773
 0.00000000 -0.22927438 7.21700000 6.87290160 2.60700000 2.56944887 2.63000000 2.74606322 2.96500000 3.06874140
 0.00400000 0.14141527 0.06400000 0.09122190 0.10500000 -0.12749314 4.37900000 4.30628134 3.63200000 3.63315378
 0.26800000 0.36231514 0.05100000 0.21213927 0.21500000 0.29652746 0.14100000 0.34123339 1.82500000 1.80789842
 0.07000000 0.11585951 2.59400000 3.02685792 3.34600000 3.36256141 2.05400000 1.91265283 2.61000000 2.82437913
 3.14500000 3.06251412 3.33900000 2.94256551 0.15300000 0.27862860 1.88000000 1.84298128 1.63300000 1.62541008
 2.33700000 2.34952804 1.85000000 1.88226390 1.36400000 1.28521401 0.38900000 0.23758966 2.12700000 1.82168344
 3.11100000 2.68474760 1.09500000 1.15332899 1.58900000 1.62562299 2.53300000 2.63276876 0.04600000 0.03238496
 3.13000000 3.13407449 4.68900000 4.43942167 2.12300000 2.31136278 1.39200000 1.30609340 3.18500000 3.29802601
 3.35900000 3.33369467 0.38300000 0.83527169 1.11400000 1.19830204 2.93000000 2.97877293 2.88900000 2.79605402
 0.00000000 0.17333187 0.32100000 0.29859715 0.66700000 0.69949885 2.21100000 2.31923729 2.41600000 2.70444489
 2.23100000 2.04387920 0.75100000 0.91723388 3.12100000 2.88394120 2.48400000 2.36038647 3.34200000 3.07840557
 0.46900000 0.63013795 4.25300000 4.24504811 3.13200000 3.10555258 2.31500000 2.24219135 4.04200000 4.19507703
 3.31400000 3.28305499 0.81300000 1.23254142 4.74500000 4.70695706 2.67100000 2.83154234 0.68300000 0.50982812
 0.82200000 0.96607216 2.17600000 2.18804068 2.08600000 2.10693514 2.67900000 2.77170390 6.49400000 6.27459558
 0.98700000 1.48421775 0.00000000 0.11794492 1.29700000 1.30566901 0.12500000 0.17838740 0.65700000 0.64990799
 3.65200000 3.66618650 1.42900000 1.37343904 1.43900000 1.46498644 2.17300000 2.16686439 0.00100000 0.11778595
 2.48800000 2.52366478 3.12600000 3.00298031 0.73100000 0.62216401 2.92400000 2.94338504 3.59000000 3.58078728
 2.64500000 2.78869527 2.46300000 2.45905671 0.02000000 0.53549713 0.98700000 2.18063710 0.22700000 0.19983334
 0.17200000 0.19208797 0.00200000 0.81168387 4.23300000 4.22051125 1.31600000 1.19930393 1.81100000 1.80714402
 3.84700000 3.66240731 0.89900000 0.92142568 4.75300000 5.04294349 0.45200000 0.39679208 1.74900000 1.55594830
 1.18700000 1.20771810 4.91100000 4.89650426 0.83800000 1.13714469 5.05300000 4.86794842 0.12600000 0.12969769
 3.81100000 3.77820334 1.80200000 1.80839529 2.58700000 2.95328769 4.83300000 4.61575856 3.44300000 3.44195111
 5.21800000 5.17029061 3.14400000 2.89735230 3.83300000 3.53633184 4.44900000 3.83755387 1.64100000 1.76936432
 3.92700000 3.93105544 0.03700000 -0.13845313 0.04000000 0.07025482 0.59200000 0.61360230 3.91600000 3.85399031
 2.71100000 2.49143514 0.56600000 0.58422852 1.86500000 1.85191426 6.76400000 6.72088405 2.06300000 2.09951520
 4.80700000 4.72549441 1.37000000 1.30503270 0.73800000 0.63923705 2.37800000 2.66658094 0.22800000 0.17736956
 1.19300000 1.09643708 1.12100000 0.99516926 2.46700000 2.53089777 1.94200000 2.01248341 4.40400000 4.39574488
 6.86400000 6.78538193 0.62500000 0.59534330 3.80700000 3.73592310 1.28500000 1.26462717 1.83200000 1.82553301
 1.34200000 1.36993841 1.48900000 1.47319909 2.37300000 2.38817459 2.89300000 2.89089996 0.08600000 0.06225478
 1.31900000 0.66794401 6.79800000 6.70941158 2.97600000 3.00837034 0.05800000 0.26090650 1.84000000 1.83872112
 2.34400000 2.02157279 0.35700000 0.33459834 2.75300000 3.22735433 1.80900000 2.13156476 1.29500000 1.73472537
 4.07900000 4.11952870 1.82500000 1.88946139 4.00600000 4.00914222 1.36500000 0.56626135 1.02200000 1.38514680
 0.91400000 0.84518107 4.04800000 4.01575597 3.26500000 3.20418782 1.54900000 1.53930196 1.00000000 1.19890734
 1.20100000 1.24437726 2.04500000 2.17413795 2.37300000 2.35839003 2.17800000 2.08028885 0.20100000 0.29777578
 2.42700000 2.18676072 2.10000000 2.16540700 2.05400000 1.83334103 3.90100000 4.17819801 2.12600000 2.31480791
 3.91100000 3.86680418 1.53300000 1.68470269 1.51200000 1.49193377 2.79300000 2.68440919 1.65000000 1.61454972
 0.21900000 0.84422339 1.54700000 1.56359943 1.49400000 1.46715684 0.17800000 0.82082476 0.03400000 0.15057124
 2.38700000 2.39081690 0.98700000 1.06216000 0.88800000 0.72356905 4.36300000 4.80263982 2.39200000 2.51778768
 0.23800000 0.45029014 2.73200000 2.58507851 0.54000000 0.80215157 4.03800000 4.09581763 2.61100000 2.59301007
 1.68400000 1.31266806 1.71100000 1.78478522 0.67400000 0.78659909 3.03200000 3.14032146 3.80000000 4.10287050
 2.09600000 2.21758678 0.75900000 0.69424314 2.16900000 1.70904758 3.47900000 3.50110793 3.11100000 3.08099253
 0.80200000 1.15409882 2.01500000 1.97811612 0.31900000 0.33936083 1.50800000 1.62443193 2.59400000 2.88419539
 2.86800000 2.98285350 1.20900000 1.24065662 0.73800000 0.81554800 3.01100000 2.98186604 4.07700000 4.10745895
 1.43400000 1.39418748 0.49800000 0.36224987 1.34100000 1.62364744 0.00100000 -0.02921681 2.33100000 2.34361297
 0.86100000 0.92174841 2.23100000 2.46775745 2.34200000 2.39060312 2.38900000 2.81645192 0.13600000 0.00022746
 1.42900000 1.51533674 2.09600000 2.29666975 0.32100000 0.41567041 0.55300000 0.50485987 1.60400000 1.47703725
 0.33000000 0.45114182 2.77800000 2.89178357 3.26200000 3.22468383 1.64100000 1.63327092 4.03700000 3.95005188
 2.55300000 2.58538101 1.34100000 1.91234587 4.54400000 4.73656639 1.64400000 1.79955944 4.27100000 4.23017320
 4.24000000 4.20744768 1.46900000 1.40772737 3.66600000 3.64516724 2.88800000 2.45554362 0.02700000 -0.04038894
 5.07200000 5.14321596 2.42900000 2.33118369 4.49000000 4.45046237 2.20700000 2.39652093 0.84400000 0.92718907
 3.31700000 3.21042239 0.01400000 0.84801808 1.35200000 1.42189573 3.12100000 2.83562336 2.21400000 2.31360912
 3.17500000 3.07829479 1.43800000 1.24145243 0.00500000 -0.05883935 3.11900000 3.12992210 5.03700000 5.07680467
 4.23600000 4.06174962 1.17100000 1.08683466 0.92500000 0.84060220 2.77000000 2.97759334 6.26200000 6.30379706
 2.11600000 2.09453363 2.05800000 2.18159541 2.49800000 2.16658439 0.71400000 0.62243152 0.69500000 0.95326695
 2.27100000 2.19871895 0.04200000 0.06537799 3.13000000 3.16434417 3.54400000 3.43915279 5.33700000 5.32915281
 0.10200000 0.22575715 3.78200000 3.85241913 1.76300000 1.87791111 3.15300000 3.06181297 2.05000000 2.35091947
 0.38600000 0.38936395 2.59000000 2.57815861 1.15700000 1.12140402 0.44600000 0.63433371 0.39000000 0.38368531
 2.97400000 3.05773447 2.50700000 2.46417417 0.53500000 0.79725349 1.51500000 1.53653294 3.83200000 3.07427705
 0.38700000 0.36004702 1.64700000 1.62770422 0.27500000 0.12436140 1.68900000 1.47863210 5.26100000 5.28416150
 3.95600000 3.75210495 4.93200000 4.95632100 3.15900000 3.21928643 3.84300000 3.37783355 6.59000000 6.21685579
 2.32500000 2.29433416 2.08400000 2.22819504 3.14500000 3.13571881 0.23400000 0.18020969 1.48600000 0.92611745
 1.38300000 1.40254219 1.93200000 2.06035350 3.91900000 4.05631076 3.62700000 3.61371065 2.16400000 2.21466521
 0.93600000 1.10900835 1.30600000 1.60014702 2.51600000 2.57220903 1.45700000 2.48805532 4.68800000 4.71491547
 2.53400000 3.75057339 2.27400000 2.25723797 2.86200000 2.79969596 2.24000000 2.22589766 4.49000000 4.46528600
 2.05200000 1.96935716 1.50200000 1.59773810 5.11300000 3.67190067 0.41800000 0.46306994 0.58100000 0.51130769
 2.33300000 2.33606034 2.64200000 2.58464867 3.58900000 3.55049087 3.43300000 3.46839320 3.38600000 3.58139374
 1.83800000 1.10116665 2.18700000 2.18133340 2.12100000 1.99630520 0.27000000 0.28182683 1.71100000 1.72281389
 2.09200000 2.19872094 0.35300000 0.50520659 0.65300000 0.67982036 0.20600000 0.19157589 0.15800000 0.36764591
 3.31900000 3.18489401 1.63300000 1.19937975 1.42900000 1.46804302 1.00500000 0.95166585 0.65400000 0.82594766
 2.23500000 2.07756416 2.41100000 2.35237048 1.00000000 1.16671515 0.51500000 0.35144179 3.61600000 3.39648601
 3.10900000 3.01263311 0.08000000 -0.05217887 1.72900000 1.72798069 0.55700000 0.68378469 2.03600000 1.72530271
 6.12100000 6.12417235 2.98600000 2.99699845 4.37900000 4.34478960 1.31300000 1.19130243 0.67700000 0.65926153
 2.96300000 2.95379736 3.65200000 3.66465720 2.94200000 3.01073017 2.70000000 2.63007975 3.36100000 2.21187441
 3.15600000 3.39068228 4.17200000 4.24337933 1.62500000 1.73791375 1.94800000 1.62891383 1.13400000 1.08319393
 0.16500000 0.11461832 1.90500000 1.97359407 0.25100000 0.53775692 1.51000000 1.55813775 6.71800000 6.62781628
 3.93900000 3.78621651 1.85000000 1.77303642 3.16400000 3.10829507 4.56000000 4.78232362 1.58900000 1.52940120
 3.52300000 3.51329376 1.82500000 1.83198738 3.21400000 3.23005470 3.82700000 3.94894168 0.01700000 0.31252080
 0.38000000 0.48517077 5.03600000 5.05516143 4.11400000 4.28920318 3.47800000 3.50767704 0.41800000 0.45674588
 5.71700000 5.45420890 0.03600000 0.25478039 4.58700000 4.51970609 3.48400000 3.40629118 3.50400000 3.49831262
 3.34600000 3.36192983 0.22200000 0.07556526 3.21100000 3.21461051 0.61500000 0.59474396 1.55100000 1.84995879
