# Fold1_True Fold1_Pred Fold2_True Fold2_Pred Fold3_True Fold3_Pred Fold4_True Fold4_Pred Fold5_True Fold5_Pred
 -2.30091008 -2.10698610 -0.74861086 -0.73113746 -1.62347873 -1.60494809 -1.93412624 -2.16357763 -1.27015311 -1.20955541
 -1.08871922 -1.22513390 -1.14698608 -1.12929710 -1.97033331 -1.97356112 -2.27430401 -2.23353651 -0.96615251 -0.97781098
 -2.94252896 -2.95642049 -2.71285732 -2.72131891 -2.63082072 -2.59075244 -1.14955754 -1.14221757 -2.36464097 -2.26053702
 -2.64754858 -2.66392578 -0.13458850 -0.43009932 -1.60347474 -1.57983164 -1.33709724 -1.34468013 -0.57013939 -0.62563914
 -2.06568762 -2.02456487 -2.92806639 -2.83907845 -1.32688103 -1.36927984 -0.97206039 -0.98734035 -0.67296578 -0.79398821
 -1.65369422 -1.65690290 -0.81171326 -0.85417706 -1.38752776 -1.29154580 -0.72968564 -0.70957326 -1.93263051 -1.89161270
 -1.83183423 -1.81557810 -2.73888208 -2.81524144 -2.69631674 -2.79874898 -0.57003224 -0.62247193 -1.35143909 -1.31190379
 -1.21315292 -1.27527365 -1.93146706 -1.89222135 -0.80226241 -0.78881306 -0.92547371 -0.97119298 -0.99149330 -0.96394490
 -2.05547538 -2.05022118 -1.59056230 -1.56221530 -0.99149330 -0.99285936 -1.62158968 -1.60638446 -3.06791847 -3.03696416
 -0.65188934 -0.74123889 -2.20479772 -2.19816034 -2.85940813 -2.86516287 -1.30470513 -1.34900507 -0.51561918 -0.50616283
 -0.96894662 -0.96349495 -2.53274816 -2.40920180 -1.30274900 -1.22160169 -1.59248207 -1.55278515 -1.82398149 -1.79866268
 -1.42539668 -1.42636000 -1.10672657 -1.06152033 -0.44380885 -0.43903929 -1.13951021 -1.10547280 -0.93601159 -0.89761424
 -2.33708973 -2.43823359 -0.93694680 -0.93732986 -1.15848724 -1.23111560 -1.31642952 -1.28243232 -2.66495483 -2.61370679
 -1.07682241 -1.00364104 -1.65354090 -1.64823942 -1.30175183 -1.30852484 -2.98125099 -2.95108741 -3.46938971 -3.46018090
 -1.26406636 -1.28478934 -1.38493145 -1.39467648 -1.35143909 -1.32697365 -1.29848514 -1.31983732 -1.37122773 -1.37773802
 -1.37908138 -1.37799886 -1.31027033 -1.22793985 -2.98081859 -2.93964771 -1.56740771 -1.55917231 -1.69878739 -1.65452935
 -2.92008958 -2.81011919 -1.61258861 -1.62055661 -1.44755120 -1.42706122 -2.77353182 -2.84962571 -1.39059507 -1.38139671
 -1.58228433 -1.63954567 -2.75467890 -2.69283711 -3.18987534 -3.12758008 -1.15814685 -1.18940786 -1.72395830 -1.68142167
 -0.34205636 -0.38453937 -2.05313208 -2.05346997 -0.67544984 -0.66203857 -0.94738562 -1.10897538 -0.56007080 -0.52601956
 -0.37761505 -0.47227186 -0.81517509 -0.80869406 -2.86720730 -2.86020903 -0.69790487 -0.63497574 -0.74553771 -0.65669903
 -0.74128054 -0.68837587 -1.78901220 -2.09105547 -0.86758817 -0.81532513 -1.40721802 -1.39263560 -1.55289178 -1.56242468
 -1.09833343 -1.14503222 -0.46219288 -0.75174742 -1.17181954 -1.11192783 -1.04063981 -1.01603941 -1.00248056 -1.01181090
 -1.02061117 -1.02530909 -1.14672613 -1.17710577 -3.07474327 -2.99871571 -1.42958002 -1.41740975 -3.16226923 -3.22760280
 -2.05659750 -2.14764548 -1.35374323 -1.34902469 -0.74679353 -0.73685723 -1.23388519 -1.19521388 -0.98828019 -0.89676487
 -3.44788679 -3.45401773 -1.33354010 -1.38671291 -1.82971121 -1.84003592 -2.70616363 -2.69966266 -2.88578107 -2.88151323
 -1.70657528 -1.72070330 -2.67253925 -2.89657041 -1.36595482 -1.36895361 -1.06720411 -1.09627166 -2.98232242 -2.87843465
 -0.57404578 -0.57661557 -1.68433682 -1.66203496 -0.91728167 -0.91738303 -0.90068831 -0.77187039 -1.05016001 -1.00348053
 -1.40932593 -1.35152611 -3.34849724 -3.20738313 -1.84603452 -1.98467356 -1.15625543 -1.12280356 -1.09471113 -1.07430918
 -1.39485249 -1.38678166 -1.62005123 -1.60301214 -1.43041750 -1.40010854 -1.06473666 -1.06577413 -0.96801515 -0.98689315
 -1.28959639 -1.28778390 -1.10863950 -1.13723636 -0.96581882 -1.06616248 -1.42763411 -1.37011071 -1.36685515 -1.30983383
 -1.14465957 -1.20886023 -1.56101607 -1.55083883 -1.15916267 -1.09981623 -0.66228621 -0.66001098 -2.49707422 -2.62417970
 -3.04043438 -2.94737676 -1.94467730 -1.89606189 -1.36685515 -1.32565519 -0.86080678 -0.81622641 -0.75357919 -0.80555832
 -1.60410341 -1.62599451 -1.65255540 -1.65626413 -1.47235260 -1.52807885 -1.46797701 -1.45154452 -3.44629739 -3.45472515
 -1.75933504 -1.68439997 -2.43039285 -2.47008265 -2.98150771 -2.93357920 -1.20243548 -1.18217458 -1.27559464 -1.28283296
 -3.03116795 -2.96142148 -1.23485336 -1.17266606 -1.59233071 -1.51106590 -1.72589670 -1.68152585 -1.46809643 -1.42960557
 -1.51054423 -1.49145847 -1.59895125 -1.60455830 -1.07303915 -1.07581641 -2.90411408 -2.93014857 -0.91629967 -0.88318161
 -1.22156896 -1.20113653 -1.56738769 -1.53842398 -1.23485336 -1.15491023 -1.15849533 -1.12361237 -1.60560835 -1.60196799
 -3.36536420 -3.34673188 -1.30047686 -1.26843014 -1.39050674 -1.38756315 -1.65998546 -1.65630019 -2.45019619 -2.67414711
 -1.68368261 -1.67249228 -0.52112099 -0.53459607 -0.93937765 -0.89579380 -0.87200208 -0.84368981 -2.43766639 -2.28864222
 -1.00248056 -1.01388562 -1.02183738 -1.05424505 -1.28989431 -1.21262987 -2.60396626 -2.71045306 -0.80289632 -0.79260249
 -1.64384124 -1.60055638 -1.43400429 -1.41198853 -1.31642952 -1.31160742 -0.89430924 -0.96110459 -0.76952219 -0.87630867
 -1.33549472 -1.36269667 -2.63767043 -2.57179959 -1.82298174 -1.85128288 -0.93429591 -0.97158213 -1.07758423 -1.08676132
 -1.46871867 -1.46459877 -1.07817497 -1.07960528 -1.88299656 -1.85395070 -1.53763262 -1.44493956 -0.79006186 -0.74375842
 -0.41341534 -0.51434305 -0.61182231 -0.56535573 -2.36416017 -2.35875920 -1.19166536 -1.18466046 -0.89629321 -0.92914451
 -1.52535101 -1.55385788 -1.12717957 -1.10954123 -2.44540487 -2.55463675 -2.28600508 -2.18065920 -0.88437150 -0.87678453
 -1.50984228 -1.41775573 -1.36206693 -1.33640943 -2.97636943 -3.02425756 -0.82964807 -0.80876874 -1.03324448 -1.02343359
 -0.95843998 -0.91770405 -1.28959639 -1.28688419 -1.16929014 -1.11025981 -3.21888706 -3.17538505 -1.56738769 -1.57592189
 -1.08726780 -1.12640617 -2.92462809 -2.88037602 -2.70616363 -2.67300965 -1.30742785 -1.27134584 -1.14611036 -1.11419349
 -2.48535014 -2.50590889 -0.85117175 -0.87361747 -2.87559316 -2.80571888 -2.56859914 -2.79931881 -1.39341046 -1.37342528
 -2.05304746 -2.25858816 -1.06211228 -1.05012052 -1.57412743 -1.54411283 -1.26543756 -1.25778226 -1.69026192 -1.69603258
 -1.58983386 -1.55190518 -2.97612096 -2.87114356 -0.73494650 -0.74746659 -1.05833830 -1.07781315 -1.47009971 -1.41040439
 -1.34133192 -1.30352773 -2.08672461 -2.07763803 -1.13464882 -1.14938562 -1.16406102 -1.17674314 -1.59969742 -1.57160435
 -0.67734572 -0.72297889 -2.95077960 -3.07074793 -0.62541588 -0.65250638 -1.63604977 -1.68431348 -1.30070147 -1.38774588
 -1.84645821 -1.82372064 -0.80636333 -0.81845113 -3.46433539 -3.44520502 -2.88224655 -2.93874326 -0.84120838 -0.83143130
 -0.95364103 -0.91380191 -1.38115311 -1.37396553 -1.29379563 -1.32971899 -0.96615251 -0.96166703 -1.68221978 -1.66843833
 -0.86758817 -0.82691016 -1.05796585 -1.03055209 -0.73745822 -0.72234456 -2.16768644 -2.51900998 -1.23062912 -1.23099358
 -1.33354010 -1.35386309 -1.20020325 -1.23530268 -1.37585049 -1.37766106 -1.30882353 -1.28718804 -1.73836236 -1.71473784
 -0.94891199 -1.04065288 -1.59204164 -1.57820049 -1.47297588 -1.47062202 -0.99472229 -0.99163014 -0.77947091 -0.74481547
 -2.74096774 -2.80581209 -1.14529757 -1.13474616 -1.52073874 -1.46659207 -1.62394726 -1.61639863 -0.93429591 -0.97535941
 -2.62817821 -2.50527059 -1.37984098 -1.35701697 -1.80757778 -1.75283361 -3.44062684 -3.45344725 -0.49924600 -0.49783349
 -2.70127625 -2.76451167 -0.96546894 -0.98530550 -1.44247123 -1.35750076 -3.36536420 -3.39296458 -0.74540649 -0.70417545
 -1.44378281 -1.43464120 -1.74732532 -1.68649055 -0.89750665 -0.92764704 -1.02078952 -0.97572922 -1.11144688 -1.08249830
 -2.33035460 -2.40524932 -2.86707748 -2.73207555 -0.33631895 -0.35202509 -1.57394813 -1.59882361 -2.67404959 -2.69722600
 -1.38590718 -1.37165351 -0.62930999 -0.58798721 -1.44978457 -1.41796353 -1.78424771 -1.80821304 -3.45750313 -3.45663231
 -1.45937728 -1.44478468 -2.06168027 -2.18369096 -1.38888281 -1.39928376 -0.50477750 -0.50965046 -1.17664116 -1.13348978
 -1.86944448 -1.78854662 -2.29166689 -2.30470848 -0.72855070 -0.79813732 -2.71742844 -2.73133988 -2.38291753 -2.29427607
 -1.54286899 -1.50119838 -0.63845678 -0.56761498 -0.89950806 -0.96146463 -3.13590986 -3.07312112 -1.05292778 -1.05992923
 -1.74693135 -1.75190565 -2.96113040 -2.88101268 -2.81527075 -2.78237746 -1.46661873 -1.49723253 -2.66662612 -2.88141804
 -1.21192181 -1.21436345 -1.06386690 -1.08445861 -1.37548230 -1.35584348 -1.60796399 -1.55888630 -0.80226331 -0.85116768
 -1.24252958 -1.23655108 -0.85550685 -0.87406776 -0.91963581 -0.91784718 -0.60644494 -0.64971538 -1.42289333 -1.42243399
 -1.59895125 -1.61935634 -2.65426201 -2.73351656 -1.53334506 -1.45862986 -1.16929014 -1.18446409 -1.14931396 -1.13853207
 -1.14634627 -1.13415854 -1.90559759 -1.89488163 -3.46844413 -3.41127420 -1.42021451 -1.48346722 -0.90068831 -0.85224423
 -0.50477750 -0.51102763 -1.87117818 -1.80376537 -0.91403567 -0.97116149 -2.40030121 -2.43242967 -1.00243596 -2.07399104
 -1.54203043 -1.54093199 -1.79549882 -1.78883753 -1.16968770 -1.21452433 -1.68889426 -1.72794829 -1.56067377 -1.54271453
 -0.69821005 -0.68197842 -1.74702738 -1.75096917 -1.27867226 -1.28392180 -2.91995805 -2.89870819 -1.11776428 -1.18145284
 -1.37125287 -1.40113530 -2.36350257 -2.49197219 -1.15487735 -1.12620775 -1.14961712 -1.11890876 -1.72056298 -1.71360864
 -1.20054957 -1.24268442 -2.86489958 -2.83764963 -1.13919077 -1.09112098 -0.74257240 -0.73883399 -0.94837348 -1.01931451
 -0.84670479 -0.83722927 -1.38026265 -1.44280895 -0.95201764 -0.96353727 -1.08077111 -1.05963832 -2.72240524 -2.73509453
 -2.57564186 -2.44029887 -2.47316413 -2.43340520 -1.03782142 -1.07799592 -1.33720555 -1.33298921 -1.38484365 -1.35531280
 -2.97342217 -2.99786655 -1.36604564 -1.41061291 -2.23658804 -2.28758355 -1.15884736 -1.18376946 -0.58095542 -0.60370746
 -1.65236714 -2.05823086 -0.94902965 -0.87267323 -1.43903330 -1.38065919 -2.33152905 -2.42644286 -0.87200208 -0.86700619
 -1.46158670 -1.45472034 -0.91878512 -0.83960807 -0.72130069 -0.74244766 -2.49707422 -2.61288768 -1.34347401 -1.32461550
 -1.32482539 -1.37163544 -0.84670479 -0.84088786 -1.00608144 -1.06004838 -3.36926855 -3.33869623 -3.45100687 -3.42627522
 -0.93429591 -0.97584419 -1.07514950 -1.08574821 -0.58190582 -0.57028499 -2.97785063 -2.79170687 -2.94688585 -2.88599102
 -0.57013939 -0.65150609 -1.41584112 -1.31357200 -1.10696420 -1.09196285 -1.87365002 -1.85409424 -1.40721802 -1.40286823
 -1.30882353 -1.28511399 -1.20346402 -1.11820548 -0.53633690 -0.51761747 -1.56891881 -1.54609173 -1.60038415 -1.50576841
 -1.37585049 -1.37301865 -0.71725007 -0.74707685 -3.10989549 -3.13888212 -2.32120359 -2.22360938 -0.38541886 -0.33012332
 -1.49723461 -1.62012247 -1.63035438 -1.64835188 -2.84489948 -2.74186364 -1.08331920 -1.11786073 -0.95298679 -0.93754339
 -0.94046644 -0.96187550 -0.56402806 -0.64448229 -0.46131924 -0.51798227 -1.21927963 -1.12522703 -1.20784859 -1.12785633
 -0.82012324 -0.83001780 -1.76598689 -1.74456142 -1.10232909 -1.11413400 -1.40419472 -1.44039018 -2.75500450 -2.76306709
 -1.74111068 -1.74627182 -1.15622405 -1.12433713 -1.30652785 -1.30262755 -1.10232909 -1.09426662 -1.79620312 -1.78431363
 -1.61571163 -1.61789217 -1.32985863 -1.32141492 -1.01797666 -1.02608276 -0.85117175 -0.92965886 -0.53291294 -0.50091987
 -1.77076257 -1.72444250 -2.79355553 -2.84650291 -2.40706145 -2.45283714 -0.61329311 -0.67680383 -0.36748596 -0.37580264
 -3.00867237 -2.84139625 -2.05304746 -2.16950308 -2.46758893 -2.55315532 -2.93786161 -2.94095254 -0.33631895 -0.36118487
 -1.19390892 -1.12009686 -1.40064948 -1.39391128 -3.00922466 -2.98264124 -3.46938971 -3.46146895 -0.79825962 -0.80776588
 -1.23258708 -1.21571394 -1.52358378 -1.52327342 -1.59575890 -1.60835250 -1.68433682 -1.65024200 -2.38108169 -2.36733674
 -2.60571190 -2.57631009 -0.61395785 -0.58985812 -1.16693847 -1.13552045 -1.11744482 -1.12154566 -1.36639077 -1.35967147
 -2.79932979 -2.72423937 -1.35584735 -1.35838727 -1.59805311 -1.57007113 -1.13464882 -1.11117082 -1.88000844 -1.83083719
 -3.17893937 -2.98851929 -1.19720103 -1.26731692 -1.65354090 -1.64719819 -0.75780890 -0.77289550 -0.57290237 -0.62223959
 -0.73508337 -0.75405495 -2.46614919 -2.33945621 -1.04580762 -0.99887627 -0.99291408 -1.20150764 -2.73871055 -2.72979071
 -1.59737116 -1.70061761 -1.41091560 -1.56599309 -0.83459535 -0.88026125 -2.10606886 -2.05150969 -2.32687228 -2.43526528
 -2.13983401 -2.12347865 -0.92526599 -0.92837723 -1.79277698 -1.77062789 -1.76445028 -1.73404807 -0.83362426 -0.83634094
 -0.93479721 -0.94120105 -1.28012192 -1.15108636 -1.06283309 -1.07468572 -0.97231095 -0.98917610 -0.64694308 -0.69607212
 -2.63232815 -2.57325670 -1.41300553 -1.41262276 -1.34938953 -1.34837663 -1.14146766 -1.13342394 -0.63043826 -0.55551611
 -1.63587508 -1.59987117 -1.42970538 -1.51356480 -0.96990232 -0.99640703 -2.71339998 -2.67060699 -1.17656413 -1.22941813
 -2.83524318 -2.91734202 -1.11851706 -1.11834545 -1.35574587 -1.30429575 -2.48708387 -2.44807686 -1.67449995 -1.76592323
 -0.39735997 -0.40923722 -1.93942128 -1.88077191 -1.17961401 -1.17692219 -1.95495411 -2.10270271 -1.04357721 -1.01111865
 -1.99671839 -1.91482645 -1.29515976 -1.29615473 -1.59969742 -1.57760663 -2.84105880 -2.83093992 -2.49450353 -2.60828901
 -2.36136178 -2.44318252 -1.41636833 -1.35676680 -3.07320966 -3.15892681 -1.51181281 -1.47096423 -1.63587508 -1.61091246
 -1.56295328 -1.53647861 -0.76972181 -0.77272543 -3.46230333 -3.43961975 -1.11884739 -1.16322073 -0.33678869 -0.61200841
 -0.59441661 -0.59986317 -2.76659573 -2.74013460 -3.41836785 -3.38745663 -0.26437536 -0.26800105 -3.21888706 -3.17626551
 -0.83519283 -0.81277291 -0.64634904 -0.66237893 -1.12356501 -1.00878437 -1.79910814 -1.75509225 -1.00941769 -1.03755902
 -0.69790487 -0.64797116 -1.46538292 -1.38631474 -1.17981534 -1.12949220 -1.15987606 -1.17096118 -1.38622527 -1.38254006
 -1.69075932 -1.69647308 -0.72726676 -0.75406221 -0.83339774 -0.81463537 -1.62005123 -1.62572432 -3.03195569 -3.03490503
 -1.78744186 -1.78198338 -2.44850606 -2.34405001 -0.59829084 -0.67277364 -2.80021129 -2.77756374 -0.56237497 -0.65456957
 -1.45857792 -1.43218697 -1.68368261 -1.67076518 -2.74096774 -2.83233293 -1.09115908 -1.08422598 -1.70657528 -1.70910106
 -1.05007356 -1.03348164 -1.13644327 -1.16636500 -1.57394813 -1.56708840 -1.51793651 -1.52726805 -1.37499405 -1.34017011
 -0.85524458 -0.83371696 -1.09413070 -1.10123376 -1.82583605 -1.78304479 -1.82154924 -1.80728309 -1.34383306 -1.22699131
 -1.67449995 -1.71882477 -0.68458792 -0.71190948 -0.94359738 -0.87060041 -1.77359756 -1.71190234 -2.87178551 -2.78941082
 -3.00755822 -2.94725402 -0.71110317 -0.72604428 -2.48742048 -2.55627607 -1.83844354 -1.83748468 -0.88258474 -0.83441713
 -0.98911432 -1.01791423 -0.92172428 -0.90378704 -1.31823937 -1.34664610 -0.83791212 -0.91261265 -2.74440254 -2.87483216
 -2.05899304 -2.14690942 -3.07802171 -3.10428136 -3.16086638 -3.04561680 -0.87096990 -0.80407483 -1.08866493 -1.03234046
 -1.55846501 -1.52894627 -3.12941502 -3.12771521 -1.14295620 -1.14424708 -1.86559156 -1.77413856 -0.85446643 -0.81396445
 -0.69329680 -0.71462922 -2.85023696 -2.78116254 -0.89202679 -0.88213904 -1.82975588 -1.82710250 -2.61565622 -2.47421779
 -1.79271891 -1.72884155 -2.88839515 -2.92505560 -1.18362129 -1.27508009 -0.78455094 -0.78465349 -0.76385947 -0.76063265
 -2.78092206 -2.75751363 -3.16086638 -3.09738604 -1.21944976 -1.27091979 -1.85555013 -1.80101863 -1.41591143 -1.40670099
 -0.73307406 -0.73482287 -2.29816760 -2.27854154 -0.99598410 -1.08152777 -1.54238556 -1.44721237 -1.00586867 -0.98692883
 -3.45093758 -3.45386200 -1.42539668 -1.42111961 -1.78430855 -1.76994290 -2.95643785 -2.93486018 -1.49971979 -1.53273739
 -0.84086888 -0.86135271 -2.53948809 -2.48791641 -2.12539416 -2.10341604 -0.60652340 -0.60128676 -3.34273507 -3.32431721
 -0.94528915 -0.91310107 -0.90433023 -0.84629922 -1.02739509 -1.02393079 -1.15916267 -1.11094545 -1.17843398 -1.13023518
 -1.35717413 -1.34516332 -0.73745822 -0.78229934 -0.55741210 -0.55470532 -1.19720103 -1.26436334 -2.54456322 -2.60531658
 -0.47084913 -0.51968486 -3.05001033 -3.00144756 -1.09617877 -1.17115432 -3.16478122 -3.17545719 -1.72436260 -1.80464241
 -0.89094977 -0.91654175 -1.25649048 -1.25948826 -2.99748903 -2.89044654 -2.74743319 -2.71693319 -1.11781978 -1.10613882
 -2.25746482 -2.35532483 -1.18511429 -1.22645447 -1.78901220 -2.14250152 -2.08103755 -2.02779822 -0.26397431 -0.30346291
 -1.36595482 -1.36668913 -2.95477695 -2.91173016 -0.88271548 -0.94376199 -0.92459145 -0.90557086 -1.55846501 -1.55303721
 -2.73669238 -2.74059713 -3.44629739 -3.44268880 -0.86231654 -0.86067217 -2.75060901 -2.85813819 -2.84360587 -2.67690668
 -1.38221897 -1.34562176 -2.17678392 -2.40171392 -1.06720411 -1.07815069 -2.33803376 -2.44091421 -2.28647652 -2.23266709
 -2.37839395 -2.33941850 -3.00999896 -2.90689955 -0.98491618 -0.99673403 -1.01326420 -1.05561020 -1.14329950 -1.09678599
 -0.59626269 -0.56380328 -0.57851322 -1.81481364 -1.33709724 -1.33909411 -0.95843998 -0.86139213 -1.76584742 -1.76626997
 -0.71894968 -0.68899496 -1.41621038 -1.41237553 -1.32632113 -1.34081160 -2.49682453 -2.62734700 -1.20162614 -1.07779371
 -1.69662384 -1.69755748 -1.44463764 -1.38031558 -0.81871311 -0.86642586 -1.58943910 -1.54246108 -0.41620388 -0.44996520
 -0.67547868 -0.80936083 -1.31801257 -1.34237647 -0.38821441 -0.44806329 -2.79169504 -2.78854517 -1.20386906 -1.21545951
 -2.08672461 -2.08434541 -1.31641886 -1.32611055 -1.22853702 -1.30360727 -1.90559759 -1.89934137 -0.75994425 -0.83102408
 -1.11887125 -1.11846146 -1.37085038 -1.53648120 -1.40491109 -1.46064665 -1.44978457 -1.40590799 -1.69155565 -1.65126326
 -1.48189802 -1.54655121 -0.29164201 -0.35664809 -0.74674925 -0.73233020 -3.38875389 -3.33926777 -2.93719368 -2.91400928
 -2.97785063 -2.87793909 -0.77126444 -1.00175769 -1.13034226 -1.10273732 -0.32950001 -0.51371893 -0.74439446 -0.72826338
 -1.33462135 -1.28859680 -1.29848514 -1.32468277 -1.34347401 -1.31623804 -1.44655166 -1.44616877 -2.68109966 -2.66895931
 -0.99968554 -0.98399047 -1.23052442 -1.22879259 -2.99557177 -2.94207228 -2.43039285 -2.48898998 -0.73287121 -0.73108664
